Parth_Priority,Claude_Priority,Location_Tier,Priority_Score,Action,Difficulty_Tier,Company,Role,Location,Competitiveness_Score,Resume_Match_Score,Cold_Email_Score,Recency_Score,Apply_Link,Date_Posted
66.5,59.0,3,61,Apply Soon,3,Schweitzer Engineering Laboratories,Data Analyst Intern,"Moscow, ID",6,5,4,10,"=HYPERLINK(""https://selinc.wd1.myworkdayjobs.com/SEL/job/Washington---Pullman/Data-Analyst-Intern_2025-17003?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-03-04
66.5,57.0,2,48,Apply Soon,3,New York Post Holdings,Data Intern,NYC,8,4,3,9,"=HYPERLINK(""https://dowjones.wd1.myworkdayjobs.com/New_York_Post_Careers/job/NYC---1211-Ave-of-the-Americas/Data-Intern_Job_Req_51875?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-03-03
66.5,66.5,1,48,Apply Soon,1,Veeva Systems,Intern Software Engineer - Summer 2026,"Pleasanton, CA",8,7,4,5,"=HYPERLINK(""https://jobs.lever.co/veeva/4df9c2ca-d702-4d41-af82-290deff66564/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,Affirm,Software Engineering Intern - Summer 2026,"San Francisco, California, United States",8,7,4,5,"=HYPERLINK(""https://job-boards.greenhouse.io/affirm/jobs/7528020003"",""Apply"")",
66.5,66.5,1,54,Apply Soon,3,d-Matrix,Software Engineer Intern - Developer and Qualification Tools,"Santa Clara, CA",6,7,4,5,"=HYPERLINK(""https://jobs.ashbyhq.com/d-Matrix/543579ed-fd2f-435d-b84e-420992decc44/application?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,Software Engineer Intern - Ads Interface Platform,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7473334964256393479?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,Software Engineer Intern - Ads Infrastructure,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7572665884037826869?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,Software Engineer Intern - Global Site Reliability Engineer,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7536042624604997896?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,Software Engineer Intern - Ads Measurement Signal and Privacy,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595305817516165381?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,General Hire – Software Engineer Intern,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7592368550477465909?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,54,Apply Soon,3,Nex,Software Engineer Intern - Game Development,"San Jose, CA",6,7,4,5,"=HYPERLINK(""https://job-boards.greenhouse.io/nex/jobs/5057399008?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,54,Apply Soon,3,Energy Northwest,Data Architecture Intern,"Richland, WA",6,7,4,5,"=HYPERLINK(""https://energynorthwest.wd1.myworkdayjobs.com/External/job/Richland-WA/Data-Architecture-Intern_REQ26_23?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,Kaiser Permanente,Claims Data Bachelor Intern,"Oakland, CA",8,7,4,5,"=HYPERLINK(""https://kp.taleo.net/careersection/external/jobdetail.ftl?job=1403919&utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,Machine Learning Engineer Intern - Commerce Ads - 2026 Summer,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595346361319491893?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,3,TikTok,Machine Learning Engineer Intern - Monetization Technology - Ads Core Global,"San Jose, CA",8,7,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595340771562621189?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,54,Apply Soon,3,Harbinger Motors,Intern – Software Engineering - Firmware,"Westminster, CA",6,7,4,5,"=HYPERLINK(""https://job-boards.greenhouse.io/harbingermotors/jobs/5039108007?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,54,Apply Soon,3,d-Matrix,Software Engineer Intern - Simulation and Modeling,"Santa Clara, CA",6,7,4,5,"=HYPERLINK(""https://jobs.ashbyhq.com/d-Matrix/0abbd071-4abf-46b8-bcff-242cd4f4e491/application?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,54,Apply Soon,3,Ciena,Wavelogic Software Intern - Summer 2026,"Atlanta, GA",6,7,4,5,"=HYPERLINK(""https://ciena.wd5.myworkdayjobs.com/Careers/job/Atlanta/WaveLogic-Software-Intern--Summer-2026-_R029765?utm_source=Simplify&ref=Simplify"",""Apply"")",
66.5,66.5,1,48,Apply Soon,4,Nuro,"Software Engineer Intern, Pose (Vehicle State Estimation)","Mountain View, California (HQ)",8,7,4,5,"=HYPERLINK(""https://nuro.ai/careersitem?gh_jid=7545444"",""Apply"")",
65.5,65.0,3,59,Apply Soon,3,RTX,Intern – Software Engineer Intern,"Marlborough, MA",8,7,6,8,"=HYPERLINK(""https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-MA-MARLBOROUGH-MA2--1001-Boston-Post-Rd--BLDG-2/XMLNAME-2026-Intern---Software-Engineer-Intern---Onsite--MA-_01827452?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-28
65.5,65.0,3,59,Apply Soon,3,Thermo Fisher Scientific,Software Engineering Intern/Co-op,"Hillsboro, OR",8,7,6,8,"=HYPERLINK(""https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Hillsboro-Oregon-USA/Software-Engineering-Co-op_R-01328128?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
65.5,65.0,3,59,Apply Soon,3,Proofpoint,Software Engineering Intern - AI Agents,"Draper, UT",8,7,6,8,"=HYPERLINK(""https://proofpoint.wd5.myworkdayjobs.com/proofpointcareers/job/Draper-UT/Software-Engineering-Intern---AI-Agents_R13776?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,ZoomInfo,Software Engineer Intern - Applications,"Bethesda, MD | Waltham, MA",8,7,6,8,"=HYPERLINK(""https://www.zoominfo.com/careers?gh_jid=8422490002&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,General Dynamics Mission Systems,Systems / Software Engineer Intern,"Scottsdale, AZ",8,7,6,8,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/69490/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,General Dynamics Mission Systems,Systems / Software Engineer Intern,"Scottsdale, AZ",8,7,6,8,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/69491/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,General Dynamics Mission Systems,Systems / Software Engineer – Intern,"Scottsdale, AZ",8,7,6,8,"=HYPERLINK(""https://careers-gdms.icims.com/jobs/69489/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
65.5,65.0,3,59,Apply Soon,3,Micron Technology,Intern – Advanced Modeling and AI Solutions,"Boise, ID",8,7,6,8,"=HYPERLINK(""https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---Advanced-Modeling-and-AI-Solutions_JR92819?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,ZoomInfo,Software Engineer Intern - Data Engineering,"Bethesda, MD | Waltham, MA",8,7,6,8,"=HYPERLINK(""https://www.zoominfo.com/careers?gh_jid=8373259002&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,HARMAN International,Intern - Software Engineer - VR Domain,"Novi, MI",8,7,6,8,"=HYPERLINK(""https://harman.wd3.myworkdayjobs.com/HARMAN/job/Novi---Michigan-USA---Cabot-Drive/Summer-Intern---Software-Engineering--VR-Domain_R-51549-2026?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-28
65.5,65.0,3,59,Apply Soon,3,L3Harris Technologies,Software Engineer Intern,"Fort Wayne, IN",8,7,6,8,"=HYPERLINK(""https://jobs.l3harris.com/job/Fort-Wayne-Software-Engineer-Internship-(Fort-Wayne,-IN)-1-IN-46818/1367951100/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,65.0,3,59,Apply Soon,3,Westinghouse Electric Company,Software Engineering Intern,"Cranberry Twp, PA",8,7,6,8,"=HYPERLINK(""https://careers.westinghousenuclear.com/job/Warrendale-Software-Engineering-Intern-Summer-2026-OR/1368068700/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
65.5,61.0,1,51,Apply Soon,3,doTERRA,Data Warehouse Intern,"American Fork, UT",6,5,4,6,"=HYPERLINK(""https://doterra.wd1.myworkdayjobs.com/doTERRACareers/job/Pleasant-Grove-UT/Data-Warehouse-Intern_JR2213-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
65.0,66.0,2,54,Apply Soon,3,Carnegie Mellon University,DIT Software Engineer Intern 🛂,"Arlington, VA",8,7,6,6,"=HYPERLINK(""https://cmu.wd5.myworkdayjobs.com/en-US/CMU/job/Arlington-VA/DIT-Software-Engineer-Intern_2024183?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
65.0,66.0,2,54,Apply Soon,3,IXL Learning,Software Engineer Intern,"Raleigh, NC",8,7,6,6,"=HYPERLINK(""https://www.ixl.com/company/jobs?gh_jid=8430300002&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-20
65.0,66.0,2,54,Apply Soon,3,Transcarent,Data Engineering Intern,"Seattle, WA",8,7,6,6,"=HYPERLINK(""https://boards.greenhouse.io/transcarent/jobs/5806345004?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
65.0,66.0,2,54,Apply Soon,3,Kargo,Intern Data Engineer,NYC,8,7,6,6,"=HYPERLINK(""https://www.kargo.com/careers?gh_jid=5055706007&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
65.0,66.0,2,54,Apply Soon,3,WebAI,Intern - Machine Learning Engineer,"Austin, TX",8,7,6,6,"=HYPERLINK(""https://jobs.ashbyhq.com/webai/d4d6bcde-2c73-4c56-b41c-841e405dda9e/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
65.0,66.0,2,54,Apply Soon,3,Tatari,Data Science – Intern,NYC,8,7,6,6,"=HYPERLINK(""https://job-boards.greenhouse.io/tatari/jobs/8432059002?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-21
64.5,67.0,1,49,Apply Soon,1,CCC Intelligent Solutions,Data Science & Mlops Internship Summer 2026,"Chicago, IL",8,7,6,4,"=HYPERLINK(""https://cccis.wd1.myworkdayjobs.com/broadbean_external/job/Chicago-Green-St-IL/Data-Science---MLOps-Internship-Summer-2026_0014461?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
64.5,67.0,1,49,Apply Soon,3,TensorWave,Software Intern,"Las Vegas, NV",8,7,6,4,"=HYPERLINK(""https://jobs.ashbyhq.com/tensorwave/daa3655f-70c4-4f0e-8c0b-53c22c108e93/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-17
64.5,67.0,1,49,Apply Soon,3,LaunchDarkly,Fullstack Software Engineer Intern,"Oakland, CA",8,7,6,4,"=HYPERLINK(""https://job-boards.greenhouse.io/launchdarkly/jobs/7632240003?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
64.5,67.0,1,49,Apply Soon,3,Mercor,Software Engineer Intern,SF,8,7,6,4,"=HYPERLINK(""https://jobs.ashbyhq.com/mercor/de3025e5-10ca-4d55-b688-eff0e647ac8d/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Resmed,Software Engineer Intern,"Atlanta, GA",8,7,6,4,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/Atlanta-GA-United-States/Software-Engineer-Intern_JR_047982?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Resmed,Software Engineer Intern,"San Diego, CA",8,7,6,4,"=HYPERLINK(""https://resmed.wd3.myworkdayjobs.com/en-US/ResMed_External_Careers/job/San-Diego-CA-United-States/Software-Engineer-Intern_JR_048216?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Robert Half,Software Engineer Virtual Intern,"San Ramon, CA",8,7,6,4,"=HYPERLINK(""https://roberthalf.wd1.myworkdayjobs.com/roberthalfcareers/job/SAN-RAMON/Software-Engineer-Virtual-Internship_JR-259561?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Giga AI,Software Engineer Intern,SF,8,7,6,4,"=HYPERLINK(""https://jobs.ashbyhq.com/gigaml/aa903645-854f-4404-9d49-8a96f0dcc2cc/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
64.5,67.0,1,49,Apply Soon,3,Handshake,Software Engineer Intern,SF,8,7,6,4,"=HYPERLINK(""https://jobs.ashbyhq.com/handshake/25b3e69c-0a49-40db-9184-832a1e6fcf1a/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-11
64.5,67.0,1,49,Apply Soon,3,Kaiser Permanente,Data Engineering Bachelor's Intern,"11 locationsCalifornia | Hawaii | Waterbury, CT | Virginia | Washington, DC | Georgia | Oregon | Colorado | Maryland | Illinois | Washington",8,7,6,4,"=HYPERLINK(""https://kp.taleo.net/careersection/external/jobdetail.ftl?job=1408158&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
64.5,67.0,1,49,Apply Soon,3,TikTok,Machine Learning Project Intern,"San Jose, CA",8,7,6,4,"=HYPERLINK(""https://lifeattiktok.com/search/7606490273796278581?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-17
64.5,67.0,1,49,Apply Soon,3,Leidos,AI Data Science & DEVSECOPS Intern,"Orlando, FL",8,7,6,4,"=HYPERLINK(""https://leidos.wd5.myworkdayjobs.com/External/job/Orlando-FL/AI-Data-Science---DEVSECOPS-Intern_R-00175966?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Motorola,R&D Intern - Machine Learning Engineer - 2026,LA,8,7,6,4,"=HYPERLINK(""https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Los-Angeles-CA/R-D-Intern---Machine-Learning-Engineer---2026_R62147?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Aptiv,Data Platform Intern,"Cupertino, CA",8,7,6,4,"=HYPERLINK(""https://aptiv.wd5.myworkdayjobs.com/aptiv_careers/job/Cupertino-CA---USA/Data-Platform-Intern_9823?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Kaiser Permanente,AI Bachelor's Intern,"Pasadena, CA",8,7,6,4,"=HYPERLINK(""https://kp.taleo.net/careersection/external/jobdetail.ftl?job=1404124&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-13
64.5,67.0,1,49,Apply Soon,3,Applied Materials,Machine Control Software Developer Intern,"Santa Clara, CA",8,7,6,4,"=HYPERLINK(""https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/Machine-Control-Software-Developer-Intern_R2612947?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
64.0,62.5,1,45,Apply Soon,3,TikTok,Frontend Engineer Intern - Ads Interface and Platform,"San Jose, CA",8,6,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595344466313529653?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,TikTok,Frontend Software Engineer Intern - Ads Measurement Signal and Privacy,"San Jose, CA",8,6,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7595306554946193717?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,TikTok,Data Scientist Intern - Vod Data - 2026 Summer,"San Jose, CA",8,6,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7593125551477950725?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,Sierra Nevada Corporation,Data Science Intern,"Cherry Hills Village, CO",8,6,4,5,"=HYPERLINK(""https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Englewood-CO/Data-Science-Intern---Summer-2026_R0028303?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,TikTok,Data Scientist Intern - Tiktok UG-Mid Platform - 2026 Summer,"San Jose, CA",8,6,4,5,"=HYPERLINK(""https://lifeattiktok.com/search/7592001144580262197?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,Farmers Insurance,Data Scientist Summer Internship: Woodland Hills - CA/ Hartford - CT/ Caledonia,"Middleville, MI | Canoga Park, LA | Hartford, CT",8,6,4,5,"=HYPERLINK(""https://jobs.farmersinsurance.com/job/Woodland-Hills-Data-Scientist-Summer-Internship-Woodland-Hills,-CA-Hartford,-CT-Caledonia,-MI-CA-91367/1350481457/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,Bloom Energy,Failure Analysis Data Intern,"San Jose, CA",8,6,4,5,"=HYPERLINK(""https://bloomenergy.wd1.myworkdayjobs.com/bloomenergycareers/job/San-Jose-California/Failure-Analysis-Data-Intern_JR-21216?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,Cinemark Theatres,Data Science Intern,"Plano, TX",8,6,4,5,"=HYPERLINK(""https://cinemark.wd1.myworkdayjobs.com/cinemark/job/CORP---Cinemark-Service-Center-Plano-TX/Data-Science-Intern_R34561?utm_source=Simplify&ref=Simplify"",""Apply"")",
64.0,62.5,1,45,Apply Soon,3,Astranis,Software Defined Radio Hardware Intern - Summer 2026,SF,8,6,4,5,"=HYPERLINK(""https://job-boards.greenhouse.io/astranis/jobs/4646558006?utm_source=Simplify&ref=Simplify"",""Apply"")",
63.5,62.0,3,56,Apply Soon,3,The Walt Disney Company,Software Engineering Intern,"Celebration, FL",8,7,4,8,"=HYPERLINK(""https://disney.wd5.myworkdayjobs.com/disneycareerdc/job/Lake-Buena-Vista-FL-USA/Software-Engineering-Intern--Summer-2026-_10135863-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
63.5,62.0,3,62,Apply Soon,3,Ntrepid Corporation,Software Engineer Intern - Summer 2026,"Reston, VA",6,7,4,8,"=HYPERLINK(""https://careers-ntrepidcorp.icims.com/jobs/1814/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
63.5,62.0,3,62,Apply Soon,3,Skyward,Software Engineer Intern,"Plover, WI",6,7,4,8,"=HYPERLINK(""https://jobs.smartrecruiters.com/Skyward1/744000107535692?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
63.5,62.0,3,56,Apply Soon,3,ZoomInfo,Software Engineer Intern - Zdp,"Bethesda, MD | Waltham, MA",8,7,4,8,"=HYPERLINK(""https://www.zoominfo.com/careers?gh_jid=8422533002&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
63.5,62.0,3,62,Apply Soon,3,Allegis Global Solutions,AI Automation & Insights Intern,"Hanover, MD",6,7,4,8,"=HYPERLINK(""https://jobs.smartrecruiters.com/AllegisGlobalSolutions/744000111928648?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-28
63.5,62.0,3,62,Apply Soon,3,Pitney Bowes,Data Analytics Intern,"Shelton, CT",6,7,4,8,"=HYPERLINK(""https://pitneybowes.wd1.myworkdayjobs.com/pbcareers/job/US-CT-Shelton/Data-Analytics-Intern_R21344?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
63.5,62.0,3,56,Apply Soon,3,Stand Together,KIP Data Analysis Intern - Open the Books,Florida,8,7,4,8,"=HYPERLINK(""https://jobs.lever.co/standtogether/3be8fcd8-3e02-4a17-9dfc-69a181212d84/apply?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
63.5,62.0,3,62,Apply Soon,3,Sinclair,Enterprise Data and Insights Intern,"Sparks, MD",6,7,4,8,"=HYPERLINK(""https://edyy.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2002/job/16054?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-26
63.5,62.0,3,62,Apply Soon,3,HARMAN International,Intern - Software Engineer,"Novi, MI",6,7,4,8,"=HYPERLINK(""https://harman.wd3.myworkdayjobs.com/HARMAN/job/Novi---Michigan-USA---Cabot-Drive/Summer-Intern---Software-Engineer_R-51629-2026?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-28
63.5,62.0,3,56,Apply Soon,3,LivaNova,Software Intern,"Houston, TX",8,7,4,8,"=HYPERLINK(""https://livanova.wd5.myworkdayjobs.com/search/job/US_Houston_100-Cyberonics-Blvd/Software-Intern_JR-14206?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
63.0,53.5,3,48,Apply Soon,3,LAIKA Studios,Software Developer Intern,"Hillsboro, OR",9,4,3,10,"=HYPERLINK(""https://www.laika.com/careers/job-listing?jobid=7624789&gh_jid=7624789&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-03-03
63.0,53.5,3,50,Apply Soon,3,LPL Financial Holdings,FAR Program: Summer 2026 Internship - Data Analytics,"Fort Mill, SC | Charlotte, NC",8,4,3,10,"=HYPERLINK(""https://lplfinancial.wd1.myworkdayjobs.com/university/job/FAR-Program--Summer-2026-Internship---Data-Analytics_R-045030-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-03-04
63.0,53.5,3,57,Apply Soon,3,Orion Steel Group,Inventory Data Analyst Intern,"Pueblo, CO",6,4,3,10,"=HYPERLINK(""https://evrazna.wd5.myworkdayjobs.com/EVRAZ/job/Pueblo-CO-USA/Inventory-Data-Analyst-Intern_R7320?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-03-04
63.0,63.0,2,51,Apply Soon,3,Dorsia,Software Engineer Intern,NYC,8,7,4,6,"=HYPERLINK(""https://job-boards.greenhouse.io/dorsia/jobs/5059393007?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-24
63.0,63.0,2,51,Apply Soon,3,Metropolitan Transportation Authority,Data Science Maintenance Support Emerging Talent Intern - Summer,"Brooklyn, NY",8,7,4,6,"=HYPERLINK(""https://jobs.jobvite.com/metropolitantransportationauthority/job/oWbJzfw9?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
63.0,63.0,2,51,Apply Soon,3,Metropolitan Transportation Authority,Data Analyst – Emerging Talent Intern - Power - Summer,NYC,8,7,4,6,"=HYPERLINK(""https://jobs.jobvite.com/metropolitantransportationauthority/job/oycJzfwM?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-25
63.0,63.0,2,51,Apply Soon,3,Sonos,IT Data Engineering Intern,"Boston, MA",8,7,4,6,"=HYPERLINK(""https://sonos.wd1.myworkdayjobs.com/Sonos/job/Boston-MA/IT-Data-Engineering-Intern_R2647-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
63.0,63.0,2,57,Apply Soon,3,Aypa Power,Technology and Data Intern,"Austin, TX",6,7,4,6,"=HYPERLINK(""https://job-boards.greenhouse.io/aypapower/jobs/5124955008?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
63.0,63.0,2,51,Apply Soon,3,EXL,Intern Analytics & AI - Data Management,NYC,8,7,4,6,"=HYPERLINK(""https://fa-ewjt-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/10272?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
62.5,54.5,2,45,Apply Soon,3,F5,Data Analyst Intern,"Seattle, WA",8,4,3,8,"=HYPERLINK(""https://ffive.wd5.myworkdayjobs.com/en-US/f5jobs/job/Seattle/Data-Analyst-Intern_RP1036606-1?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-27
62.5,64.0,1,46,Apply Soon,1,Amazon,Software Development Engineer Intern - Military Veteran,"11 locationsNYC | Culver City, CA | Santa Clara, CA | Boston, MA | Seattle, WA | Denver, CO | SF | Arlington, VA | Sunnyvale, CA | Brooklyn, NY | Williston Park, NY",8,7,4,4,"=HYPERLINK(""https://amazon.jobs/en/jobs/3179209/software-development-engineer-internship-military-veteran?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
62.5,64.0,1,52,Apply Soon,3,Strata Decision Technology,Intern Software Engineer - Reimbursement Intelligence,"Chicago, IL | St. Louis, MO",6,7,4,4,"=HYPERLINK(""https://job-boards.greenhouse.io/stratacareers/jobs/7572710003?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-14
62.5,64.0,1,52,Apply Soon,3,American Heart Association,Intern – Data Analyst,"Dallas, TX",6,7,4,4,"=HYPERLINK(""https://careers-heart.icims.com/jobs/17141/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-18
62.5,64.0,1,46,Apply Soon,3,Parspec,Applied AI Engineer Intern,"San Mateo, CA",8,7,4,4,"=HYPERLINK(""https://jobs.ashbyhq.com/parspec/0a897c21-0df7-40ba-85f2-694bf6678504/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-16
62.5,64.0,1,52,Apply Soon,3,Rundoo,Data Science Intern,"Chicago, IL",6,7,4,4,"=HYPERLINK(""https://jobs.ashbyhq.com/rundoo/e3cc536d-d45d-4579-a301-59f7dc5e980c/application?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
62.5,64.0,1,52,Apply Soon,3,ASSA ABLOY,Data Process Automation Intern,"Lake Forest, CA",6,7,4,4,"=HYPERLINK(""https://assaabloy.jobs2web.com/job/Lake-Forest-Data-Process-Automation-Intern-CA-92610/1293009101/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
62.5,64.0,1,52,Apply Soon,3,ASSA ABLOY,Firmware Engineering Intern,"Lake Forest, CA",6,7,4,4,"=HYPERLINK(""https://assaabloy.jobs2web.com/job/Lake-Forest-Firmware-Engineering-Intern-CA-92610/1293009801/?ats=successfactors&utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-12
62.0,55.5,1,40,Low Priority,1,Intel,Silicon Hardware Engineering – Intern - Bachelor’s,"6 locationsHillsboro, OR | Folsom, CA | Phoenix, AZ | Austin, TX | Colorado | Santa Clara, CA",8,4,3,6,"=HYPERLINK(""https://intel.wd1.myworkdayjobs.com/en-us/external/job/US-Oregon-Hillsboro/Silicon-Hardware-Engineering----Intern--Bachelor-s_JR0281132?utm_source=Simplify&ref=Simplify"",""Apply"")",2026-02-19
